stf.Anger,stf.Sadness,stf.Fear,stf.Joy,stf.Comments
0,0,0,0,@likezjuisee  do you have a github project that sets out relatively complete solutions and ideas?（有建立github 项目，阐述相对完整的解决思路和方案吗？）
0,0,0,0,at the moment i did a test calling adb connect <ip:port> directly on a shell and it worked. still inspecting so i can find the right solution
0,0,0.01875,0,"hi @thuanpv,i run stf in lxc ubuntu and works well, but can you tell me how to resolve this?? i like run stf with https over nginx reverse proxy.i follow this step:https://github.com/thuanpv/stf/blob/master/doc/deployment.md#nginx-configurationbut not works... i get redirect to http:ip/auth/mockthanks in advanced."
0,0,0,0,could you show me the api detail information?
0,0,0,0,thanks @thuanpv - your instructions worked for me on kubuntu 17.10 with a minor modification:```wget http://mirrors.kernel.org/ubuntu/pool/main/p/protobuf/libprotobuf9v5_2.6.1-1.3_amd64.debsudo dpkg -i libprotobuf9v5_2.6.1-1.3_amd64.deb```your instructions also worked without modification on kde neon (which is based on ubuntu 16.04).is there any way of installing everything on ubuntu from a repo?
0,0,0,0,interesting i noticed the same issue on aws device farm seems like they are using stf.
0,0,0,0,@lukzeg i'm trying to do exactly the same at the moment and i'm wondering if you managed to make it work  i found this project for a single host deployment of stf by @nikosch86 using docker imagesit works well for me on linux https://github.com/nikosch86/stf-poc
0,0,0,0,@sorccu thank you very much!
0,0,0,0,thanks for answer.
0,0,0,0,"just to extend @vbanthia answer - you can set the timeout to zero, which will reserve the device for for infinite time, until you free it again using api delete, or clicking stop using button in ui"
0,0,0,0,thanks  thanks
0,0,0,0,"i just change the ports to 7114 and 7116 but it also show me ignoring, the master and slave are both mac. does any body know the reason?i use this command nc -w 2 -v <masterip> 7114 in the slave computer, and it shows connection refused. is this the reason?"
0,0,0,0,+1 for this feature please. i also have a use case where i need the device left in the same state after automation
0,0,0,0,"yes, my editors and ides actively fight me with this formatting. sorry for overlooking that.ps. could you, please, take a look at #778 as well?"
0,0,0,0,i met the same problem and succefully solved it. the probable reason is that you give a incorrect --screen-ws-url-pattern when starting the provider. this url is used for the web browser to get the device screen infos and show them on the web browser. need more infos to help you. did you deploy openstf in local mode or production mode？
0,0,0,0,"@lukzeg i actually managed to do it a couple of weeks ago. i created a little github project to host both docker config files for each of the parts you need https://github.com/lgvalle/openstf-clients- `db-client`: you should only need one of this runing in your setup. - `dashboard-client` : you can have multiple of this, feeding into the database node. it runs the web dashboard and the adb client"
0,0.005630631,0,0.012378378,"thanks for your reply @sorccu. our client is a windows machine, and  the stf running on 7100. through our research, the behavior of ""socket connection was lost"" seems to be clear. when it comes to separation mode, the performance of the client as well as the browser itself truly becomes the bottleneck. when pushing large apks, firefox 55 and above will stuck for a while. when stuck happens, the browser itself will not response any operation. if the performance of the client is relatively poor, then the stuck period is longer than it should be, which may be regarded as connection lost at the stf server side. testing shows that chrome 34 is a good choice.the progress bar still was  stuck there when using chrome 34, yet socket connection lost never happened again,  and the  apk activity was launched successfully. we will try to figure out why progress bar was stuck and reply.  thanks for your reply @sorccu. we will try your advices. we  noticed poorxy when investigating stf local mode. currently we are not using stf local. we are now using multiple docker containers  to run each stf service individually and using nginx for url mappings. we just use the same port 7100 with nothing more than that."
0,0,0,0,"i met the same problem recently. i guess some manufacturers force return an error resolution because they want the virtual button to be shown forever and not covered by other apps, i think getting resolution from adb command is a good solution."
0,0,0,0,no its not related to stf.
0,0,0,0,"@sorccu what about reviewing this pr?pssorry, if this comment is too offensive but i haven't found any info that reminders like this post are unwelcome."
0,0,0,0,"cool, thanks :)"
0,0,0,0,"hi @thinkhy,thanks for your reply.i have try to remove unmet,but not make effect.  hi sorccu,here is the dockerfile link i used.https://github.com/openstf/stf/blob/master/dockerfile  because china network can't access some source url,so i change to china source url.===============================================================from ubuntu:16.04# sneak the stf executable into $path.env path /app/bin:$path# work in app dir by default.workdir /app# export default app port, not enough for all processes but it should do# for now.expose 3000# install app requirements. trying to optimize push speed for dependant apps# by reducing layers as much as possible. note that one of the final steps# installs development files for node-gyp so that npm install won't have to# wait for them on the first native module installation.run	export debian_frontend=noninteractive run    useradd --system \      --create-home \      --shell /usr/sbin/nologin run      stf-build \run      stf-build \    useradd --system \      --create-home \      --shell /usr/sbin/nologin run   stf run    sed -i'' 's@http://mirrors.aliyun.com/ubuntu/@mirror://mirrors.ubuntu.com/mirrors.txt@' /etc/apt/sources.list run    apt-get update run    apt-get install wget python build-essential apt-utils -y run    wget --progress=dot:mega \      https://npm.taobao.org/mirrors/node/v8.9.3/node-v8.9.3-linux-x64.tar.xz run    tar -xjf node-v*.tar.xz --strip-components 1 -c /usr/local run    rm node-v*.tar.xz run    su stf-build -s /bin/bash -c '/usr/local/lib/node_modules/npm/node_modules/node-gyp/bin/node-gyp.js install' run    apt-get install libzmq3-dev libprotobuf-dev git graphicsmagick yasm -yrun    apt-get clean run    rm -rf /var/cache/apt/* /var/lib/apt/lists/*# copy app source.copy . /tmp/build/# give permissions to our build user.run mkdir -p /app && \    chown -r stf-build:stf-build /tmp/build /app# switch over to the build user.user stf-build# run the build.run set -x && \    cd /tmp/build && \    export path=$pwd/node_modules/.bin:$path && \    npm install --loglevel http && \    npm pack && \    tar xzf stf-*.tgz --strip-components 1 -c /app && \    bower cache clean && \    npm prune --production && \    mv node_modules /app && \    npm cache clean && \    rm -rf ~/.node-gyp && \    cd /app && \    rm -rf /tmp/*# switch to the app user.user stf# show help by default.cmd stf --help  many thanks!can you also post your dockerfile here."
0,0,0,0,"it is ok now,i  just try these steps:adb uninstall jp.co.cyberagent.stf adb install d:/xxx/stfservice.apk adb shell am start -n jp.co.cyberagent.stf/.identityactivityadb shell am startservice  -n jp.co.cyberagent.stf/.service"
0,0,0,0,not change anything about nginx. should i change the configuration of nginx under such condition?
0,0,0,0,"thanks, i've forgot about it."
0,0,0,0,"ok, after many tries i found a way to solve this by reinstalling npm packages"
0,0,0,0,"this error happens with `yarn`, installing the global module with yarn. throws:>each option can be be overwritten with an environment variable by converting theoption to uppercase, replacing dashes with underscores and prefixing it withstf_app_ (e.g. stf_app_auth_url)."
0,0,0,0,"@d0c3ntos hello, have you found any solution? i fell into similar issue..."
0,0,0,0,"i am working on it now, i have arleady finished configuration options (settings with url, token) and i am going to show devices list in this panel with possibility to connect via adb. in future there is also plan to inject webview with phone screen. soon i will open the code."
0,0.017583333,0,0,"using a password field for this is a very bad idea, but if you must, `autocomplete=""new-password""` is how you can turn it off on newer browsers: https://developer.mozilla.org/en-us/docs/web/security/securing_your_site/turning_off_form_autocompletion#the_autocomplete_attribute_and_login_fields"
0,0,0,0,"i have already tried to comment code here 'https://github.com/openstf/stf/blob/badb3ed3be5d1b5cf889ad61244c3ca1a4fc6de5/lib/units/device/index.js#l31', but unfortunately it did not help.."
0,0,0,0,"same for me using yarn 1.6.0 and trying to run ""stf local""```2018-04-17t00:28:00.131z inf/storage:temp 776 [*] listening on port 71022018-04-17t00:28:00.138z inf/reaper 741 [reaper001] device ""zy224dvhbw"" is presentcli appoptions:  -h, --help           show help.                                      [boolean]  -v, --version        show version.                                   [boolean]  --auth-url, -a       url to the auth unit.                 [string] [required]  --port, -p           the port to bind to.             [number] [default: 7105]  --secret, -s         the secret to use for auth json web tokens. anyone who                       knows this token can freely enter the system if they                       want, so keep it safe.                [string] [required]  --ssid, -i           the name of the session id cookie.                                                      [string] [default: ""ssid""]  --user-profile-url   url to an external user profile page.            [string]  --websocket-url, -w  url to the websocket unit.            [string] [required]each option can be be overwritten with an environment variable by converting theoption to uppercase, replacing dashes with underscores and prefixing it with`stf_app_` (e.g. `stf_app_auth_url`).""rootdirectory"" not specified or is invalid2018-04-17t00:28:00.366z ftl/cli:local 710 [*] child process had an error exiterror: exit code ""1""    at childprocess.<anonymous> (/usr/local/share/.config/yarn/global/node_modules/stf/lib/util/procutil.js:49:23)    at emittwo (events.js:126:13)    at childprocess.emit (events.js:214:7)    at process.childprocess._handle.onexit (internal/child_process.js:198:12)2018-04-17t00:28:00.366z inf/cli:local 710 [*] shutting down all child processes```"
0,0,0,0,hi @thinkhy interesting frameskip strategy.  in your experience: what is the optimal value for **min_sent_interval**?thank you.
0,0,0,0,"@hemant4524  please tell me,how to fix it..."
0,0,0,0,"![image](https://user-images.githubusercontent.com/16593799/39408690-a8f7fe78-4c0c-11e8-9e38-aa516fabf0a5.png)env:    ubuntu 16,04   (vmware)"
0,0,0,0,"so when you focus a password field, the browser automatically switches to a latin keyboard layout for you.this is a convenient feature, sure. but if you want to type a comment in english right here, you have to switch to a latin layout, no? why can't you do the same in stf?imho not having our passwords exposed like that is more important than automatically switching to a latin keyboard if someone happens to be using an ime. we fixed this by monkeypatching stf's js code on startup:put this into the systemd config of stf-app```execstartpost=/usr/local/bin/stfinputhack.sh %p-%i```and save this as /usr/local/bin/stfinputhack:```#!/bin/shsleep 10/usr/bin/docker exec --user 0 ""$1"" sh -c 'cd /app/res/build && for file in *.js; do perl -pi -e ""s|type=\\\\\""password\\\\\""([^>]*?)(\\\$root\.screenfocus\\\\\"")|type=\\\\\""text\\\\\""\1\2|"" ""$file"";done'```i also tried type=""tel"", type=""url"" and type=""email"", but none of those autoswitched like type=""password"". so i'm sorry, but the perfect solution you're looking for doesn't seem to exist, at least not in browsers that don't support ime-mode. `new-password` might also be problematic because the browser might show some ui to generate a new password, or it might save the new password into its password manager."
0,0,0,0,great. thank you.
0,0,0,0,@zr0827  not yet. we are trying using k8s for redundancy.
0,0,0,0,did you find any solution for this?  do you have experience in the airflow stuff? how should this stop the batteries from gasing?  that's right. did you try it and do you have some statistics over the effect of the fans?
0,0,0,0,did you manage to fix this problem? i have the same...
0,0,0,0,4 devices are connected. it was working until yesterday. i have updated latest stf code yesterday and i am seeing this. can you please let me know the cause. thanks
0,0,0,0,"@maykel535 , not sure if you have got the answer, i met the same problem as yours, did you have the solution?"
0,0,0,0,"thanks @thinkhy. i used the orangepi_oneplus_android_7.0_en_gapps_v1.3.img rom.i'm trying to compile a version myself (but not with much luck for the time being).i don't know how to start, but i will see if i can make anything to get it to work for this board/rom."
0,0,0,0,"wow, thanks a lot! i will have a look at the security option if it ever exists."
0,0,0,0,"yes, it looks like the source of the error is the same. i was thinking of buying an odroid c2 to get rid of this issue as this card is way more supported than orange pi, but thanks to #599, i know it won't solve this issue.i'll clone the minitouch repo, and see what i can do.thanks @koral-- ."
0,0,0,0,i just tried the same with a pixel 2 running android 8.1.0. the pin screen is shown there (and not black).
0,0,0,0,@gounthar please provide the steps you made to install it on pi
0,0,0.00812,0,"@gounthar i noticed that you made it with docker and docker-compose on a raspberry 3b,and it works flawlessly,i try hard and useless,i can't find docker images for 32bits and arm,please provide some stepsi highly appreciate your help, thanks."
0,0,0,0,"@nateby : i wrote a quick documentation about my use of hypriotos and openstf local there: https://github.com/gounthar/openstf-armv7-behind-proxy-with-hypriot.i haven't done much, just gathered some information.i will someday write another one regarding hypriotos and openstf provider (with some images of my own)."
0,0,0,0,@gounthar thanks for your help^o^ ^o^ ^o^
0,0,0,0,`$ npm -v``6.1.0`  i believe it's related to:https://github.com/websockets/bufferutil/issues/96
0,0,0,0,i faced the same issue and managed to find a workaround. still have to remember though. :-(i am now using docker because it's easier to set up.
0,0.000803571,0,0,i should have written it. i only found a few hints in my shell history.```npm install npm@latest -gsudo ln -s ../../lib/libsystem.b.dylib libgcc_s.10.5.dylibsudo ln -s ../../lib/libsystem.b.dylib libgcc_s.10.4.dylibnpm install -g bufferutil@1.3.0xcode-select -p  sorry for that. i know i had a look at https://github.com/websockets/bufferutil/issues/17 for some commands i tried and that i had to go back to node 8.
0,0,0,0,1
0,0,0,0,thanks!  no problem and thank you for your work!
0,0,0,0,"thank for your response, the reason i want to run two instances on separate ports is because the other application also use minicap and this is causing the device to hang some time"
0,0,0,0,here is some output from the logs.  the devices are being ignored.2018-06-13t15:25:31.688z inf/provider 128 [*] found device “04157df438f3b51b” (device)2018-06-13t15:25:41.708z inf/provider 128 [*] providing all 0 of 1 device(s); ignoring “04157df438f3b51b”  thank you for the quick response.  i will keep looking into and post the solution when we find it.  can you give me a suggestion on how to debug:> provider unit was unable to connect to the processor (via triproxy) and receive instructions backthank you for your help.
0,0,0,0,"hi sorccu,from devtools, i only see 1 websockets when the screen is active.![image](https://user-images.githubusercontent.com/26316763/41454463-0bb47438-70ac-11e8-954b-77a875eff523.png)may i know anyone have the same issue and how to resolve?request 2 times, one is ""200 ok"" another is ""304 not modified"" ![image](https://user-images.githubusercontent.com/26316763/41456574-774486d2-70b3-11e8-8215-67a0f1b967d4.png)![image](https://user-images.githubusercontent.com/26316763/41456583-7ffb6ef8-70b3-11e8-8201-1e13334db95e.png)  hi @sorccu ,we found this issue only happened in win10.if user site is win10, then access the stf will encounter this issue"
0,0,0,0,"the error log as below-----------------------------------------------------------------------------------------------------------------018-06-19t18:13:46.821z inf/device:plugins:group 121 [8sgikvizgezdpv5l] unsubscribing from group channel ""ohcmtwovrnynungoyc0yrg==""events.js:160      throw er; // unhandled 'error' event      ^error: read econnreset    at exports._errnoexception (util.js:1020:11)    at tcp.onread (net.js:568:26)2018-06-19t18:13:46.867z inf/provider 43 [*] cleaning up device worker ""8sgikvizgezdpv5l""2018-06-19t18:13:46.868z err/provider 43 [*] device worker ""8sgikvizgezdpv5l"" died with code 12018-06-19t18:13:46.868z inf/provider 43 [*] restarting device worker ""8sgikvizgezdpv5l""---------------------------------------------------------------------------------------------------------------"
0,0,0,0,@sorccu screenshot file is not less，it's on the server，my point is the tab change will destroy screenshots controller。is there a simple way to keep this controller data?
0,0,0,0,"yes, just fixed it today.  so what we found out is deployment cannot be run on macos by itself since it has connection issues with android just like sorccu said in many of his posts.  our solution was to follow these instructions from [stack overflow](https://stackoverflow.com/questions/29776333/mobile-devices-under-mac-os-x-to-connect-to-docker).  then deploy with docker using this [project](https://github.com/nikosch86/stf-poc/blob/master/.env).  worked like a charm."
0,0,0,0,"it is a great api enhancement, do you consider adding a new api to delete the adbkey or purge all adbkeys?"
0,0,0,0,"i could be wrong, but i think porting stf to android could prove as difficult as porting linux to your tablet.a raspberry pi 3b+ is not the recommended platform, but it works for me. at $35, you can't go wrong..."
0,0,0.023703704,0,"@jonsmirl we wouldn’t ever add gpl based dependencies. the version we are using of packery is the old version which is mit licensed, they changed to gplv3 in later versions. if you’re uneasy just check their readme git history, it’s there.of course we welcome prs that remove that dependency."
0,0,0,0,this was very helpful!
0,0,0,0,how its resolved @habeebshk ? because i also face same issue  while installing stf  if we are using nvm node-pre-gyp gets error not found and when we are officially installing node and node-pre-gyp then permission error gets occured please let me know what the resolution
0,0,0,0,actually i am trying to make ui changes but its not reflecting.can any one help me
0,0,0,0,"hi @mr-sour,i was subscribing to this issue since i also want to implement openstf on docker swarm. i just started to learn docker and docker swarm and some sort of guide would be super helpfull. could you please share how you implemented stf with docker swarm?"
0,0,0,0,i've had these exact symptoms but had assumed it was my wonky docker deployment. ill get it all hooked up again and get dumps of all the logs when i can.
0,0,0,0,"thank you   simo kinnunen ,i think thanks word is very less now.*best regards**manju yadav*on thu, jul 12, 2018 at 4:27 pm, simo kinnunen <notifications@github.com>wrote:> when you install stf, it builds a new resource cache. you have to clear> the cache first if you change something. run:>> ‘./node_modules/.bin/gulp clean’>> then try again.>> —> you are receiving this because you authored the thread.> reply to this email directly, view it on github> <https://github.com/openstf/stf/issues/909#issuecomment-404473713>, or mute> the thread> <https://github.com/notifications/unsubscribe-auth/annf7vmcvbqdyassb7ydj5g4ps-xz01kks5ufyuugajpzm4vmwaa>> .>"
0,0,0,0,"forget it. i don't use it anymore.on mon, jul 16, 2018 at 10:47 pm karol wrótniak <notifications@github.com>wrote:> *@koral--* requested changes on this pull request.>> you should also update option description here:> https://github.com/mrpsycho/stf/blob/8b9ff7e5807fad3cbe470f7f4551a63acdc63f37/lib/cli/auth-oauth2/index.js#l58>> —> you are receiving this because you authored the thread.> reply to this email directly, view it on github> <https://github.com/openstf/stf/pull/760#pullrequestreview-137545278>, or mute> the thread> <https://github.com/notifications/unsubscribe-auth/aa18_nv9zdd_vz3cx4e5cicu3ksjqpqcks5uhn_jgajpzm4qisp1>> .>-- yaroslav"
0,0,0,0,"thank you @sorccu, the cn value which is the default value of the --ldap-username-field's was weird on our end. fixing the value of --ldap-username-field to point to uid worked. thank you!"
0,0,0,0,"any updates on this issue?  how can i donate a device?  also, what is the cheapest device that i can use with this software?"
0,0,0,0,"ok, after a complete re-installation of everything including android sdk it is up and running again. no, idea what was causing this..."
0,0,0,0,"hi @koral-- thank you for the fast response! i manually i opened up chrome and could reach to the `security.ubuntu.com`. when i put that address, i get redirected to this url, `https://usn.ubuntu.com/`. but i am not sure about your direction, `check dns settings`. could you please provide more details on that? thank you so much!"
0,0,0.007059259,0,"are you using a corporate proxy of some sort?  if you know your proxy machine, you could configure your docker to use it.### dockerif you try to download a docker image with `docker pull ...` it will fail because docker doesn't use the proxy set for the user.so you will have to create a few directories and files to let docker know it should use your proxy:```bash$ sudo mkdir -p /etc/systemd/system/docker.service.d/$ sudo vi /etc/systemd/system/docker.service.d/http-proxy.conf$ sudo vi /etc/systemd/system/docker.service.d/https-proxy.conf````/etc/systemd/system/docker.service.d/https-proxy.conf` will contain:```bash[service]environment=""https_proxy=http://your_proxy:your_proxy_port"" ""no_proxy=localhost,127.0.0.1,*.your.local.net""```the `http` version of this file will have the same proxy settings (just remove the `s` of `https`). once you're done with the modifications, you will have to tell docker to restart to take this into account:```bash$ sudo systemctl daemon-reload$ sudo systemctl restart docker```then you'll be able to check that your modifications are correct:```bash$ systemctl show --property=environment dockerenvironment=http_proxy=http://your_proxy:your_proxy_port/ no_proxy=localhost,127.0.0.1,your.local.net https_proxy=http://your_proxy:your_proxy_port/```"
0,0,0,0,please fix codestyle. see the detailed report: https://travis-ci.org/openstf/stf/jobs/411132742
0,0,0,0,"hello @sorccu,> you can't see fps.according to the readme feature `refresh speed can reach 30-40 fps depending on specs and android version.` about why i want to see the fps is that i found the operation is not smooth when i set the minicap resolution to `1920*1080`, so i want to see what's the real fps. does there is any way to get it?thanks.  hello @sorccu,thanks for your answer.> full hd isn't going to reach that number. there's a reason why we request a smaller resolution.can you kindly tell me what is the limitation of this? bandwidth?(i think it is enough.) , minicap or something else?thanks."
0,0,0,0,@xiaweixing mind sharing that script?
0,0.003588235,0,0.001563025,@manjuy you need to rebuild the repo after you did some changes in code`gulp build`
0,0,0,0,"well, `adb` works fine on that machine. i installed sdk using brew, and platform-tools using sdkmanager from sdk. where from stf is getting adb path? weird part is, that stf is still usable for devices, that are connected to it from the start. so stf has to have access to adb..   i just checked logs and found this:```2018-08-10t09:47:30.988z inf/provider 30227 [*] found device ""52037268eeb183f7"" (connecting)unhandled rejection error: illegal value for message.field .deviceintroductionmessage.status of type enum: undefined (not a valid enum value)    at field.<anonymous> (/users/xxxx/stf-modified/node_modules/protobufjs/dist/protobuf.js:2641:27)    at field.protobuf.reflect.fieldprototype.verifyvalue (/users/xxxx/stf-modified/node_modules/protobufjs/dist/protobuf.js:2738:25)    at messageprototype.set (/users/xxxx/stf-modified/node_modules/protobufjs/dist/protobuf.js:1799:63)    at message (/users/xxxx/stf-modified/node_modules/protobufjs/dist/protobuf.js:1728:42)    at /users/xxx/stf-modified/lib/units/provider/index.js:165:29    at /users/xx/stf-modified/lib/units/provider/index.js:161:22    at tracker.<anonymous> (/users/xx/stf-modified/lib/units/provider/index.js:144:16)    at emitone (events.js:115:13)    at tracker.emit (events.js:210:7)    at tracker.update (/users/x/stf-modified/node_modules/adbkit/lib/adb/tracker.js:62:14)    at /users/x/stf-modified/node_modules/adbkit/lib/adb/tracker.js:38:15    at runcallback (timers.js:800:20)unhandled rejection error: illegal value for message.field .deviceintroductionmessage.status of type enum: undefined (not a valid enum value)    at field.<anonymous> (/users/x/stf-modified/node_modules/protobufjs/dist/protobuf.js:2641:27)    at field.protobuf.reflect.fieldprototype.verifyvalue (/users/x/stf-modified/node_modules/protobufjs/dist/protobuf.js:2738:25)    at messageprototype.set (/users/x/stf-modified/node_modules/protobufjs/dist/protobuf.js:1799:63)    at message (/users/x/stf-modified/node_modules/protobufjs/dist/protobuf.js:1728:42)    at /users/x/stf-modified/lib/units/provider/index.js:165:29    at /users/x/stf-modified/lib/units/provider/index.js:161:22    at tracker.<anonymous> (/users/x/stf-modified/lib/units/provider/index.js:144:16)    at emitone (events.js:115:13)    at tracker.emit (events.js:210:7)    at tracker.update (/users/x/stf-modified/node_modules/adbkit/lib/adb/tracker.js:62:14)    at /users/x/stf-modified/node_modules/adbkit/lib/adb/tracker.js:38:15    at runcallback (timers.js:800:20)2018-08-10t09:47:41.007z inf/provider 30227 [*] providing all 3 of 5 device(s); ignoring ""42009af4fab8b300"", ""52037268eeb183f7""```  sorry i didn't checked logs before.. thanks!"
0,0,0,0,thanks！ the issue due to i uninstall python 2!
0,0,0,0,tks @thinkhy !
0,0.028541667,0,0,"hi sorccu,ah.... very interestingly the build works well right now. i didn't do anything but it just runs well now. i think it was some weird network issues(?). i'm not sure why that error happened before. i will close this issue. sorry for bothering you, and thank you for the support! :)"
0,0,0,0,"after coming back from the dead, i have this mostly working except i will most likely have to split stf the various stf services into separate containers my current solution is pretty ugly as it doesn't allow hotpluging and you need to setup config files on each device before the container is deployed (kinda the thing im trying to avoid) hopefully within the week* i will have a pretty simple pushbutton solution for running stf in a cluster thats as simple as ""docker stack deploy openstf"". like i mentioned the largest issue is i need to split these containers out to the various services and units. as for the feasibility of running on raspberry pis i have 5 3b+ for this cluster and i can get about 10 tablets running(its all i have atm) i can hit them all at once and it doesn't appear to have frame drops or any other noticeable issues. i did not need a usb hub to get this running but these devices can only do like 2.5amps each so to get past 10 tablets i will go find a bunch of mounts to charge them though a power supply instead of the usb cable to see what the limits are after i get the services all sorted out."
0,0,0,0,thanks for the update.
0,0,0,0,"@nikosch86 nikosch86  i'm trying using your configuration file in windows10 under docker, things go well but adb can not find any devices although i can directly find the device by power shell command 'adb devices'."
0,0,0,0,"maybe this really is an huawei-specific android „feature“. if anybody can confirm this, we can close the issue though..."
0,0,0,0,"nvm, this is answered in #67"
