finagle.Anger,finagle.Sadness,finagle.Fear,finagle.Joy,finagle.Comments
0,0,0,0,"@spockz how about using scala string interpolation?  we could do something like:`dtab""apis.com:get:/accounts/{id}/transactions""`  @spockz cool!  can you try it out and get back to us?  i'm going to close this ticket for now, but if it doesn't work out, we can reopen it.  @dreverri no, that will work fine.  this issue is specifically for when you want a different host header for different remote peers in the same loadbalancer."
0,0,0.0354,0,"`finagle-example` does not depend on guava in sbt build, but in pants build it does. looks like been broken since the removal of guava from serversets."
0,0,0,0,a patch is in progress.  this should be fixed with https://github.com/twitter/finagle/commit/6f8adbfe90a6573de98b0653223d4fd0b6c4a4ed.
0,0,0,0,"after some extra digging around i managed to get it working. turns out there is a some extra server configuration needed.```http.server      .withtransport.tls(sslserverconfiguration(clientauth = clientauth.needed), (config: sslserverconfiguration) => {      val context: sslcontext = sslcontextbuilder        .forserver(privatekey, password, certificate)        .trustmanager(trustedcertificate).build()      val engine = context.newengine(io.netty.buffer.unpooledbytebufallocator.default)      engine.setneedclientauth(true)      engine(engine)    }, sessionverifier)```with this configuration i was able to retrieve the peercertificates in the sessionverifier."
0,0,0,0,closing this since we upgraded to libthrift-0.10.0 as of https://github.com/twitter/finagle/commit/61c7a71182866250e53f9731c46f31dde28d464c.  closing this since we upgraded to libthrift-0.10.0 as of https://github.com/twitter/finagle/commit/61c7a71182866250e53f9731c46f31dde28d464c.
0,0,0,0,"@adriancole @mosesn  if no one is working on it, i would like to work on this issue."
0,0,0,0,please do!
0,0,0,0,i think @ryanoneill got busy on some other work. we'll find someone else to take a look. thanks for your patience.
0,0,0,0,[![cla assistant check](https://cla-assistant.io/pull/badge/signed)](https://cla-assistant.io/twitter/finagle?pullrequest=685) <br/>all committers have signed the cla.
0,0,0.007421053,0,"> i think @ryanoneill got busy on some other work. we'll find someone else to take a look. thanks for your patience.it me.working on getting this pulled in, apologies for the delay and thanks for your patience."
0,0,0,0,this got merged in https://github.com/twitter/finagle/commit/86b151bf641534304c9c9102d93e1e8e3ea9348athanks again @mkhq.
0,0,0,0,"works for me, thanks for following up!"
0,0,0,0,"i think this is working as intended, so i'm going to close this for now until we get more information.  @cryptoque 👍"
0,0,0,0,"@cricket007 part of it was that it wasn't released when we started, but the bigger piece is that thrift 0.10.0 was stable for a long time, and we don't know what issues 0.11.0 will have.  we figured it made more sense to wait and see for a few months whether they rush to get a patched version before immediately moving to the latest and greatest.if you go to maven central or the badge in the finagle readme, you can see when libraries have been published most recently.  we've recently switched our versioning to be yy.month.0, so the most recently published version across both scrooge and finagle was 18.3.0, and the next one will be 18.4.0.  we don't control libthrift, so we can't synchronize that one.yep, you'll want to wait until 18.4.0 if you want to use libthrift 0.10.x."
0,0,0,0,mentioning openzipkin/b3-propagation#6 here so it's connected.
0,0,0,0.005375,"@kevinoliver:> for the former, your best best is to modify the stack. this might sound scarier than it is.for the latter, it sounds like this is thriftmux, if you are using scrooge to generate your bindings you should be able to use service per endpoint (https://twitter.github.io/scrooge/finagle.html#serviceperendpoint) and put your filter there."
0,0,0,0,"i have the same problem, when i using code like `val client: service[request, response] = http.newservice(""localhost:8080"")val request = http.request(http.method.get, ""/hello_server"")`it's return 400 bad requestwhen i using code like `val client: service[request, response] = http.newservice(""localhost:8080"")val request = requestbuilder().url(new url(""http://localhost:8080/hello_server"")).buildget()`it will be successed.i found something like`val withhost = config.headers.updated(fields.host, seq(hostvalue))`  at line 153 on source file 'requestbuilder'so i think, it will be working , add header info like `val client: service[request, response] = http.newservice(""localhost:8080"")request.headermap.add(""host"", ""localhost:8080"") // add headerval request = http.request(http.method.get, ""/hello_server"")`so it's working, return status 200, mybe there is a bug!!!"
0,0,0,0,"using jdk9 creating our own `sslcontextclientenginefactory` as below does execute and i'm able to connect to our existing http/1.1 servers. (this obviously won't work on jdk8.)however, pointing the client to `http2.akamai.com` results in ""this browser is not http/2 enabled."" when using applicationprotocols.unspecified, and ""com.twitter.finagle.connectionfailedexception: null at remote address: http2.akamai.com/2a02:26f0:7b:299:0:0:0:2a71:443."" when i set the applcationprotocols to ""h2"". whereas with the normal jdkclientenginefactory i get back ""you are using http/2 right now!"", regardless of the protocols i specify. also, i couldn't figure out how to debug on a h2 enabled finagle server whether i'm receiving a request over h2 or over http/1.1 how can i access that information?this is on finagle 18.2.0 btw.```scalafinal class sslcontextclientenginefactory(sslcontext: sslcontext) extends sslclientenginefactory {  def apply(address: address, config: sslclientconfiguration): engine = {    val engine = sslclientenginefactory.createengine(sslcontext, address, config)    sslclientenginefactory.configureengine(engine, config)    config.applicationprotocols match {      case applicationprotocols.unspecified => ()      case applicationprotocols.supported(appprotocols) =>        engine.self.getsslparameters.setapplicationprotocols(appprotocols.toarray)    }    engine  }}```test code:```scala        final sslclientconfiguration x = new sslclientconfiguration(option.empty(),            keycredentials.unspecified$.module$,            trustcredentials.unspecified$.module$,            ciphersuites.unspecified$.module$,            protocolsconfig.enabled(arrays.aslist(""tlsv1.2"")),            applicationprotocols$.module$.fromstring(""http/1.1""));        final http.client client2 =            com.twitter.finagle.http.client()            .withhttp2()            .withtransport().tls(x, jdkclientenginefactory$.module$); //force default jdk client//            .withtransport().tls(x, new sslcontextclientenginefactory(clientsslcontext)); // always results in http1.1, do i need to do something with the sslcontext as well? log.info(httpcodec.encoderesponsetostring(await.result(client2.newservice(""http2.akamai.com:443"").apply(request.apply(""https://http2.akamai.com/"")))));```"
0,0,0,0.0166,"it seems like you have questions about two parts of the behavior:1.  `latchperiod` isn't respected, it just uses a minute every time2.  why start with an empty snapshot?1 is clearly a bug, but i think that 2 is expected behavior.  we expect that metrics collection happens periodically, and that this is a latched metric.  if we used a `current` histogram, then you might get a weird result if it was near the beginning of incrementing it, while it still didn't have very many samples.  hence, we use a snapshot histogram from the previous minute.  this presents us with the question, what do we do with the first one?  in favor of consistency, we decided to use the previous minute's snapshot, which is implicitly the empty histogram.i think we've discussed documenting it better–i thought we had, but if you couldn't find it in the documentation, it sounds like we haven't done a good enough job of it!  do you mind making a pr to help us make this clearer?"
0,0,0,0,"i see, we used to have a statsreceiver for that purpose called `immediatemetricsstatsreceiver` https://github.com/twitter/finagle/blob/4f47e6b8ae4a14b1ebb4c6cb78bb4ffbe4a7e165/finagle-stats/src/main/scala/com/twitter/finagle/stats/immediatemetricsstatsreceiver.scalawe've replaced it with an immediatemetricshistogram, which you can hook up with metrics.createdetached and metricsstatsreceiver.  however, you do need to thread the metricssr through to your clients and servers, since it's no longer the default stats receiver."
0,0,0,0.001870968,"@mosesn thanks for pointing me to that class. i'll try to use it.now back to the issue of `latchperiod` being not respected. frankly, the more i look at the code, the less i understand it. for example:* what is the purpose of a ""wiggle room"" of 1 second? [:82](https://github.com/twitter/finagle/blob/9cc08d15216497bb03a1cafda96b7266cfbbcff1/finagle-stats/src/main/scala/com/twitter/finagle/stats/metricsbucketedhistogram.scala#l82). looks like a quick workaround to a very specific issue for a very specific use-case in a very specific environment.* i do not understand potentially updating `nextsnapafter` to the value in the past [:84](https://github.com/twitter/finagle/blob/9cc08d15216497bb03a1cafda96b7266cfbbcff1/finagle-stats/src/main/scala/com/twitter/finagle/stats/metricsbucketedhistogram.scala#l84). if i'm not mistaken, this will cause histogram to be (almost) empty occasionally. consider a test case: last snapshot is made at `t0`, `latchperiod` is 1 minute. we call `snapshot` 2 times in a row at `t0 + 61.seconds` and `t0+62.seconds`. first call will return snapshot with data for 61 seconds and set `nextsnapafter` to `t0 + 60.seconds`. next call will include data for only 1 second and set `nextsnapafter` to `t0 + 120.seconds`* having mutable snapshot to handle recalculations, while returning _new instance_ of immutable snapshot on _each call_ from _synchronized block_ [:94](https://github.com/twitter/finagle/blob/9cc08d15216497bb03a1cafda96b7266cfbbcff1/finagle-stats/src/main/scala/com/twitter/finagle/stats/metricsbucketedhistogram.scala#l94)i'm relatively new to scala, so maybe i'm missing something. anyway, what do you think about the mentioned issues? would you be open to consider a pr that fixes both the `latchperiod` issue and also all the issues mentioned above? or would you prefer an isolated fix isntead?"
0,0,0,0,"hi @kaqqao,i think you need to change how you implement `backoffat`. check out it's [scaladocs](https://github.com/twitter/finagle/blob/develop/finagle-core/src/main/scala/com/twitter/finagle/service/retrypolicy.scala#l144-l149) for an example of how to break after a certain number of attempts."
0,0,0,0,"hey @kevinoliver ,you're indeed right! thanks a bunch for the pointer!i'm now missing the point of the `simpleretrypolicy ` constructor argument, but that's less important."
0,0,0,0,"@ksilin not as of yet, but i do expect us to add this at some point within the next few months."
0,0,0,0,"thanks for the pr, this looks great!  let's continue the discussion on the initial ticket, sorry i've been slow in responding, i've been caught up in other stuff."
0,0,0,0,@ryanoneill the netty sslcontextbuilder supports passing in [keymanagerfactory](https://netty.io/4.1/api/io/netty/handler/ssl/sslcontextbuilder.html#keymanager-javax.net.ssl.keymanagerfactory-)s and [trustmanagerfactory](https://netty.io/4.1/api/io/netty/handler/ssl/sslcontextbuilder.html#trustmanager-javax.net.ssl.trustmanagerfactory-). would you be willing to accept a merge request which extends the `keycredentials` and `trustcredentials` to be constructed with a `keymanagerfactory` and `trustmanagerfactory` respectively which are then used to call the matching methods of `sslcontextbuilder` in the `netty4clientsslconfigurations` and `netty4serversslconfigurations`?
0,0,0,0,[![cla assistant check](https://cla-assistant.io/pull/badge/signed)](https://cla-assistant.io/twitter/finagle?pullrequest=692) <br/>all committers have signed the cla.
0,0,0,0,[![cla assistant check](https://cla-assistant.io/pull/badge/signed)](https://cla-assistant.io/twitter/finagle?pullrequest=693) <br/>all committers have signed the cla.
0,0,0,0,"only guessing, but i guess the vm will automatically load all types that appear in a method, that's why it crashes even if the toggle is disabled.by moving the creation of the epolleventloopgroup into an own method, that also has only the base type eventloopgroup in the signature, we can defer loading it until the new method is really invoked."
0,0,0,0,@adleong seems like the pr associated with this issue was committed in https://github.com/twitter/finagle/commit/9deb18b45415b0961c7ca26b44ce967d6f73a18e so i'm going to close out this issue.
0,0,0,0,thanks robert! this has been merged in [940809af1a5f1874af0513c9cdca3b1c3b2ce03c](https://github.com/twitter/finagle/commit/940809af1a5f1874af0513c9cdca3b1c3b2ce03c#diff-fcef520180ae4933a3171883ef45d69a)  thanks @edio! this has been merged in [0c39217724c2c701b2b7f46932ee5869a997c061](https://github.com/twitter/finagle/commit/0c39217724c2c701b2b7f46932ee5869a997c061)
0,0,0,0,"we recently saw this issue when using finagle clients with play framework 2.6.13 - or any one of our other services that forced an upgrade to netty 4.1.23 but is calling other finagle services via finagle-thrift .i don't mind submitting a patch to finagle to upgrade to latest netty, but to avoid similar problems in the future would the group here find it unreasonable to shadow-jar netty inside of finagle.(todo: list pros/cons of shadow-jar)"
0,0,0,0,"@mandar-shinde do you mind also updating two other repos so we could keep these consistent?they are [finatra](https://github.com/twitter/finatra), and [dodo](https://github.com/twitter/dodo), thank you."
0,0,0,0,"@mohsinbxl thanks for the issue, we'll take a look. it looks that perhaps the urlclassloader can return nulls in the array and it isn't being properly handled. we'll take a look, thanks!"
0,0,0,0,"@vsabella in general finagle is highly sensitive to a specific version of netty -- the one listed in the build.sbt and is not expected to work with any other version. updating netty is generally a large process and not something we would likely accept in a pull request (sorry) as we have to move/fix internal things on occasion. with that, we are actively working to update to netty 4.1.26 soon. stay tuned, thanks!"
0,0,0,0,"thanks @spockz , this is merged in https://github.com/twitter/finagle/commit/c863ca0b606455d78350588595b3190165efe26b."
0,0,0,0,fix merged in util: https://github.com/twitter/util/commit/3adca94a9e2b21a702aad619902ce5ef2e29de65
0,0,0,0,closing since a fix was merged in https://github.com/twitter/finagle/commit/0c39217724c2c701b2b7f46932ee5869a997c061.
0,0,0,0,"finagle is developed internally in a monorepo and thus changing a core dependency like jackson requires updating the entire internal repository so we tend to do these updates ourselves. to make this change, we need to update our internal monorepo all at the same time which are not currently ready to do. but please stay tuned.  if you're ok with it, i'm going to close this issue for now. as we chatted, i would try to add some exclusion rules. please feel free to re-open or open a new issue if you have problems."
0,0,0,0.065380952,@samschlegel this is bizarre.  it looks like we're requeueing your request every time.  your success and failure metrics reflect that everything is succeeding?  can you try removing the requeuefilter from the stack and see if you still have this issue?
0,0,0,0,"@adleong i think this is an issue with your certs, not with finagle.  buoyant.io has let's encrypt certs, which may be too fancy for your jvm.  check out this stackoverflow page: https://stackoverflow.com/questions/34110426/does-java-support-lets-encrypt-certificates"
0,0,0,0,@jdreyesp from the error [notsslrecordexception][0] it smells like curl is sending a non-tls http message.  can you try changing your scheme in your curl to be `https://localhost:8080`?[0]: https://netty.io/4.0/api/io/netty/handler/ssl/notsslrecordexception.html
0,0,0,0,"@jdreyesp i'm not sure i understand why you want to suppress this warning, which seems useful to me.  you can't consume the server without tls, so i don't know why your clients are trying so hard to do it.  can you elaborate on your use case?  i see.  you could reduce the log level for this specific component until everything migrates over in your logging configuration (like logback, or jul), but i think the better solution might be to serve traffic for both http and https, and then cut the http port later.  this may simplify your migration story too, since clients won't need to figure out how to speak tls immediately."
0,0,0,0,"thanks @prahathess-rengasamy-ck, we'll look into upgrading.  unfortunately, we can't just upgrade finagle because internally, twitter uses a monorepo, and we'll have to upgrade all at once.  we'll keep you posted in the mean time as we investigate.  @jdreyesp shouldn't it be logged under `com.twitter.finagle.netty4.channel.channelstatshandler`?  that's the name we create the logger under in channelstatshandler.  https://github.com/twitter/finagle/blob/develop/finagle-netty4/src/main/scala/com/twitter/finagle/netty4/channel/channelstatshandler.scala#l16"
0,0,0,0,"hi @mosesn , that was my first try, but it didn't work. apparently some class in a higher package level is still throwing this warning."
0,0,0,0,hi @zhangandyhui. you might find it helpful to take a look at the [thrift client and server examples](https://github.com/twitter/finagle/tree/develop/finagle-example/src/main/java/com/twitter/finagle/example/java/thrift) in finagle-example.
0,0,0,0,[![cla assistant check](https://cla-assistant.io/pull/badge/signed)](https://cla-assistant.io/twitter/finagle?pullrequest=703) <br/>all committers have signed the cla.
0,0,0,0,"@smlance for the record, here is where the duration is tracked:https://github.com/twitter/finagle/blob/911a01cee08852f47385ac7b9d709cf3fc5422a9/finagle-netty4/src/main/scala/com/twitter/finagle/netty4/channel/channelstatshandler.scala#l33-l34https://github.com/twitter/finagle/blob/911a01cee08852f47385ac7b9d709cf3fc5422a9/finagle-netty4/src/main/scala/com/twitter/finagle/netty4/channel/channelstatshandler.scala#l133"
0,0,0,0,"🎉 @ben-ng, do you mind sharing how you use it?"
0,0,0,0,[![cla assistant check](https://cla-assistant.io/pull/badge/signed)](https://cla-assistant.io/twitter/finagle?pullrequest=706) <br/>all committers have signed the cla.
0,0,0,0,"merged as 60187e275dfe75dbb81ae1a8e6e4e2f86430196d. thanks!  merged as 6c02812036ebf0036a0f34275796fda4ea083248. thanks!  i'm closing this because it's been inactive for nearly a year. from the history, it looks like it was really close and may be worth picking back up. if that is the case, feel free to reopen this and get it merged with `develop`."
0,0,0,0,"the `metrics` singleton *is* public, so i can use that - sorry for the noise."
0,0,0,0,"hey @mosesn, is the netty4 version still frozen?  we'd really like to pick up a bug fix from netty 4.1.17"
0,0,0,0,"we're in the process of checking the latest release. i'm hopeful we'll haveit done by the next oss release.on tue, jul 17, 2018, 5:22 pm alex leong <notifications@github.com> wrote:> hey @mosesn <https://github.com/mosesn>, is the netty4 version still> frozen? we'd really like to pick up a bug fix from netty 4.1.17>> —> you are receiving this because you are subscribed to this thread.> reply to this email directly, view it on github> <https://github.com/twitter/finagle/pull/678#issuecomment-405758996>, or mute> the thread> <https://github.com/notifications/unsubscribe-auth/acz9mhghhvl1g-blr5mhlmjrywa8ty8nks5uhnhegajpzm4sn00y>> .>"
0,0,0,0,"hi, i managed to get the code to sort of work (minus kerberos setup on my machine, but that's not finagle scope). it was my first time being exposed to spnego, so the documentation, specifically what was to fill in as logincontext for the jaasclientsource, was not enough to allow me to use it out of the box. i guess that's more related to knowledge of the spnego protocol and jaas.anyway, thanks !"
0,0,0,0,[![cla assistant check](https://cla-assistant.io/pull/badge/signed)](https://cla-assistant.io/twitter/finagle?pullrequest=709) <br/>all committers have signed the cla.
0,0,0,0,served its purpose. closing.
0,0,0,0,"seems calling `transact` would create new client repeatedly, which requests new `cursorstats` metrics every timehttps://github.com/twitter/finagle/blob/develop/finagle-mysql/src/main/scala/com/twitter/finagle/mysql/client.scala#l319"
0,0,0,0,"hi @komsit37! thanks for the detailed report and repro.it seems to me that a reasonable solution would be to move the creation of those stats inside the `cursor` method (specifically, as part of the `cursoredstatement` instance). would you be interested in providing a patch for this?"
