Moya.Anger,Moya.Sadness,Moya.Fear,Moya.Joy,Moya.Comments
0,0,0,0.7,"hmm, very interesting. could you add a `debug()` statement above your `take(1)` line and share your logs after that? iirc if your `fromlocal` observable sends a `.next` event, the `fromnetwork` should never be subscribed to, so moya shouldn't be doing anything in the case of a local cache hit.  thank you for working on this @lucas34 😄 isn't this a headache? we should create a new dependency management definition that compiles down to pods+carthage+spm! _famous last words_ https://xkcd.com/927/"
0,0,0,0.2,"this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.   this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍.  this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍."
0,0,0,0.2,"this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍."
0,0.2,0,0,"i get the same error.xcode: 9.2carthage: 0.27.0running `carthage update` says>""incompatible swift version - framework was built with 4.0.2 (swiftlang-900.0.69.2 clang-900.0.38) and the local version is 4.0.3 (swiftlang-900.0.74.1 clang-900.0.39.2).""running `carthage update --platform ios --no-use-binaries --verbose`:```*** building scheme ""moya"" in moya.xcodeprojthe following build commands failed:	phasescriptexecution swiftlint /users/xyz/library/caches/org.carthage.carthagekit/deriveddata/9.2_9c40b/moya/10.0.1/build/intermediates.noindex/archiveintermediates/moya/intermediatebuildfilespath/moya.build/release-iphoneos/moya.build/script-46ae31f21f86ddc6004e4236.sh(1 failure)build failed	task failed with exit code 65:	/usr/bin/xcrun xcodebuild -project /users/xyz/projects/xyz/carthage/checkouts/moya/moya.xcodeproj -scheme moya -configuration release -deriveddatapath /users/xyz/library/caches/org.carthage.carthagekit/deriveddata/9.2_9c40b/moya/10.0.1 -sdk iphoneos only_active_arch=no bitcode_generation_mode=bitcode code_signing_required=no code_sign_identity= carthage=yes archive -archivepath /var/folders/dm/0d2chvhn6s57mkvwzhbdgc240000gq/t/moya skip_install=yes gcc_instrument_program_flow_arcs=no clang_enable_code_coverage=no (launched in /users/xyz/projects/xyz/carthage/checkouts/moya)```cartfile.resolved```github ""alamofire/alamofire"" ""4.6.0""github ""moya/moya"" ""10.0.1""github ""reactivecocoa/reactiveswift"" ""2.0.1""github ""reactivex/rxswift"" ""4.1.1""github ""antitypical/result"" ""3.2.4""```## solution:installing swiftlint  and linking it solved the problem and moya build succeeded```brew install swiftlintbrew link swiftlint```"
0,0.4,0,0,"hi @andrewsb, i have same problem and i wanna  have requests succeed after the app has been backgrounded. do you have any idea how to accomplish this."
0,0,0,0,"hey @canny09!can you post what result do you got when using code you included (with `urlencoding.querystring`)? the best way would be to add `networkloggerplugin` to your plugins in `moyaprovider` and copy whatever it prints (both request/response logs). more info about plugin customization you can find [here](https://github.com/moya/moya/blob/aa33a0466d7333516691b3e5212c5acb41990928/docs/plugins.md#built-in-plugins).  @canny09 i believe this is not supported. additionally, with your syntax, few of the server-side languages would only catch one `ids`, because you passed two arguments for one parameter. if you still need it though (can't talk with the server guys), you probably need to write your own `parameterencoding` ([here you have a quick example on how to create your custom one](https://github.com/moya/moya/blob/master/docs/examples/parameterencoding.md)).  this is really strange and unfortunately all of you guys can't share your project to help us investigate it, right?in that case, will any of you guys (@aloco, @karbhasin, @shwetachitlangia) want to make a quick call with me and we could try debug it on the fly? being able to reproduce it and access to the server logs would be awesome."
0,0.2,0,0,@sd10 we have started facing this issue from 10.0.0
0,0,0,0.4,"hmm, interesting. is the unit test in #1550?   okay, that makes sense! i wonder if we could add `assert`s to alert developers if they are hitting this edge case? make it fail loudly when developing, but silently when in production?for these types of discussions around nuanced behaviour, sometimes a pr demonstrating the unexpected behaviour in a unit test can help explain the background. for community members who either haven't worked in plugin code yet or (like me) have forgotten how plugins work altogether :wink: to be clear, this issue is very well laid-out and explained the problem very well (well done @sd10, and well-spotted). just wanted to mention a useful tool to keep in your toolbox.   if we already have a major release in the works, i would recommend prioritizing this change and shipping it in the next beta."
0,0,0,0,"@shwetachitlangia i think only two reasons, one is `ios` network system bug? because the http method like `get`、`post`.. appended on  packet by system automatically . another reason is server-side, truncated first two bytes when handle http. so as i said as before, only method to figure out is to catch network packets.<img width=""739"" alt=""qq20180120-132129 2x"" src=""https://user-images.githubusercontent.com/5061845/35180202-1a800cae-fde6-11e7-9233-baa4361f9537.png"">"
0,0,0,0,"i agree that all the closures are a core of moya right now. although, we might think about a smooth migration process and maybe a deprecation when swift 5 comes? then we have some time to focus on this one and think about all pros and cons.  hmm, i would rather get it fixed or get a clear understanding of what is happening. maybe we broke something in the process and just missed it because these tests were failing quite often. i can't really check this until later this week, but maybe someone from @moya/contributors is available and ready for some digging?"
0,0,0,0.2,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.   this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.   this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
0,0,0,0.3,"thanks @sd10! 😁  i found [this](https://circleci.com/blog/circleci-hacks-automate-the-decision-to-skip-builds-using-a-git-hook/) article that shows how to skip ci builds if changes are in a certain directory by combining git hooks with a `.ciignore` (or any name) file. the only problem is that git hooks are local and are not copied over when a repo is cloned or forked, so i've hit a dead-end there 😓i'm still looking for a way to achieve this in circleci tho 😅"
0,0,0,0,"so... if i understand correctly from that issue, the problem was that the provider was not getting deallocated in 8.x but now in 10.x it is. but i think that in my case is actually impossible that the provider is getting deallocated, as you can see, `activity` in my example above, is part of a singleton that instantiates the corresponding service at the first moment it is called. how can it be released and how's this the expected behavior, if this is the case, we cannot rely on protocol extensions that instantiate the services under-demand. i can understand that the provider gets deallocated after a request is finished and no more references are linked to it, but *during* a request, that the resource itself gets deallocated... i don't think it is a proper management... there're no risks in retain cycles because requests from moya don't perform side-effects as they're defined.  i will test making the computed property a computed closure that generates the provider, but i don't know if this is the desired behavior... now it would be necessary to call it as follows:```swiftsessionmanager.shared.service.activity().activity(withid: 1449319201383, source: .internet)```which in my opinion is an anti-swift pattern, cannot understand how the provider is being released during a network call...  but with that approach, protocol extensions are no longer usable, which comes handy when having 10 different targets in the application...  i understand the approach, not so pretty to use that _hacky_ way, but i suppose i have not choice. now is late night in europe so i'll try this tomorrow.about the behavior, i think that i do not agree on your use case... normally the user is responsible of disposing any resources that might be running, this is an standard approach that is defined by the promises. you can either reject or resolve it. reactivex adds another tool for controlling all the resources by the disposable management, in that case, logging out as you pointed, will be enough to dispose any ongoing network request.what do you think?"
0,0,0.1,0,"@sd10 almost there! everything is correct except we don't need `convertmoyamultipartformdatatoalamofire()` now 😉 also: did you fix that failing tests in the meantime? seems like the build is passing now.  @fengerxixi hey, just a heads-up that we enabled `urlencoding.httpbody` as `bodyencoding` argument. it is also released in the newest moya 10.0.2, thanks to @sd10. if this doesn't resolve your issue, please let us know!"
0,0,0,0,"i opened #1558 for the discussion.about the issue itself, i wasn't able to change my provider yet, so if you want, we can keep this open until i get it fixed by my side and can confirm that is actually the root of the issue. 😄"
0,0,0,0.1,"i've formalized a somehow, imho, super hacky solution that could be applied to any observable in the rxswift environment. it is the `retaining<t>(_ value: t)` operator. not sure if this is the issue where i should introduce this solution, but maybe this could be an option to consider, letting in the hands of the developer to retain a certain object during the lifetime of an `observable`:```swiftprivate class retaintoken<e, v> : observableconvertibletype, disposable {    private let _source: observable<e>    private var _retain: v!        init(source: observable<e>, value: v) {        _source = source        _retain = value    }        func dispose() {        self._retain = nil    }        func asobservable() -> observable<e> {        return _source    }        deinit {        self._retain = nil    }}public extension observabletype {    public func retaining<t>(_ value: t) -> observable<e> {        return observable.using({            return retaintoken(source: self.asobservable(), value: value)        }) { (t: retaintoken<e, t>) -> observable<e> in            return t.asobservable()        }    }}public extension primitivesequence where traittype == singletrait {    public func retaining<t>(_ value: t) -> single<e> {        return single.using({            return retaintoken(source: self.asobservable(), value: value)        }, primitivesequencefactory: { (t: retaintoken<e, t>) -> single<e> in            return t.asobservable().assingle()        })    }}```the idea is mostly based on the [`activityindicator`](https://github.com/reactivex/rxswift/blob/master/rxexample/rxexample/services/activityindicator.swift) proposed in the `rxswift`'s repo. this operator makes sure that the object is referenced by a strong reference during the whole lifetime of the `observable` in which this is applied.  i'd like to invite the moya community to go through this and maybe find a solution that fits everyone's needs. keep up the great work!  the only think i disagree is that how can be the `observable` contract broken when wrapping the `moyaprovider`, thing that would be easily patched by strongly referencing self in [here](https://github.com/moya/moya/blob/7c599570c2a60079dfefcc27fc67cb303feb48e1/sources/rxmoya/moyaprovider%2brx.swift#l31)  i confirm that this is due the behavior being implemented in later versions of moya. i close this but i'd like to continue the discussion in the other issue, about the behavior itself.thank you all!!"
0,0,0,0.2,"this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍.  this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍."
0,0,0,0.3,"well, it seems that this is a job for a `plugintype`.i created a implementation of `plugintype` and processed it inside the `didreceive:result:target` function.worked like a charm!is that's the more appropriate way to solve this, this thread can be closed.  sure! here's how i'm doing **with swiftyjson**:```swiftimport moyaimport resultimport swiftyjsonclass responseprocessorplugin: plugintype {    func didreceive(_ result: result<response, moyaerror>, target: targettype) {        switch(result) {        case .success(let response):            // here i can validate and perform arbitrary logic            guard let jsonresponse = try? json(data: response.data) else { return }            let meta = jsonresponse[""meta""]            if let errorcode = meta[""error""].int {                let errormessage = meta[""message""].stringvalue                print(""error code: \(errorcode)'. message: \(errormessage)"")            }        case .failure(let error):            print(error.errordescription ?? ""no description provided"")        }    }}// here i configure my providerlet provider = moyaprovider<mytarget>(plugins: [responseprocessorplugin()])```hope it helps.btw moya is awesome!"
0,0,0,0.2,"this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍."
0,0,0,0.2,"this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍."
0,0,0,0,are there any supports on me opening a pr changing the referencing cycle to a strong reference on the `reactive` and `rx` extensions of the library? 😄
0,0,0,0,"i've read the discussions, so i think that the issue is how moya is interpreting the contracts established by rx and reactiveswift, an observable, a signal, a signalproducer a promise or any other implementation of the rx contract, where its lifetime should've always be able to be **observed**. i cannot have an observable that, after subscribing, neither disposed, next, error nor complete events are received and thus, having a zombie observable, not dead, not alive.i'm with the team that the behavior should be consistent between rx and reactiveswift, so retaining the provider is key to respect those contracts. 🚀   yeah, that's why i introduced the `.retaining` operator above. that retains any object chosen by the developer along the lifetime of the observable. just expanding the reasoning to that the finishing the observable without any event is not the correct approach, but i understand the reasons of why this is happening, but i really think that this is something that should be fixed, as it is not a correct rx nor reactiveswift behavior. thank you for the feedback!!   missclick! 😅"
0,0.2,0,0.1,"hey @matthiasotto. first of all, thank you _so_ much for this detailed bug report. means a lot. i've copied your code into my moya project, but i was getting the same (bad) results for both moya and alamofire. would you be so kind to create a sample project with images that reproduce this problem? then i would be able to investigate the problem more."
0,0,0,0.1,"hi @sd10 thank you for a quick response. i'm migrating from version 10.0.2 to 11.  @sd10 thanks. yes, i'm subclassing and your proposed solution,`providersubclass.defaultrequestmapping`, works. thank you."
0,0,0,0.8,"yes! it works, thanks a lot @sunshinejr."
0,0,0,0.2,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
0,0,0,0.1,"hey @sd10,thank you very much for the prompt reply!no, i do not have a custom `endpointclosure` nor any plugins. i am intentionally using the default `moyaprovider` (wanted to eliminate anything that might modify the `headers`).i have also tried restarting and reseting the simulator and i have also built and run the application on a device. unfortunately that did not resolve the issue."
0,0,0,0,"issue only applicable if you fetch the project with `pod````podspec""result"", ""~> 3.0""```````cartfilegithub ""antitypical/result"" ~> 3.1```both should point to the same version.updating `result` should not bring any issue since it's already working if you fetch the project with carthage. will resolve `result` with  for 3.2.4. same if you are using spm.  i uninstalled swiftlint and i'm still able to fetch moya (10.0.1 and 11.0) properly with carthage."
0,0,0,0.6,great! will definitely do it in the next few days!
0,0,0,0,"hey @tritium7. can you try to make the same request with `alamofire`/`urlsession` and see if it works? if yes, please copy-paste the code here so i can prepare a demo project and see what's the problem."
0,0,0,0.2,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
0,0,0,0,"yes, if you can open a pull request in moya/contributors, 🙏 <sub>sent with <a href=""http://githawk.com"">githawk</a></sub>"
0,0,0,0.2,"this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍."
0,0,0,0,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
0.6,0,0,0.2,@sunshinejr : its weird. it works fine if i don't add firebase/core and firebase/messaging pods to the project.   @sunshinejr thanks a lot.
0,0,0,0,"closing this issue as it doesn't seem to be a associated directly with, or caused by moya."
0,0,0,0,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
0,0,0,0,@sd10 i define a new member variable which is used to hold the provider in the whole life cycle.```self.provider = provider```but it does't work  @mazorati do you solve this problem?
0.3,0,0,0,"seems the issue is some flaky tests and not necessarily the move to v2 here 🤔 i'll confirm on my end as well.  why would it ""think"" it needs to build on 3.2.0 🤔 that's the strange question here  > this pr is a work-in-progress because we can probably parallelize danger runs, carthage builds, and the build_example task. i just want to validate that things work as-is first.ps you probably won't be able to - circle ci only gives parallelism of 1 for macos containers on oss it seems (at least thats how it is on rxswiftcommunity)  i'm just making a quick attempt here to see if it's possible to drop the script if the build itself passes and the caching already takes care of the ""if needed"" part. will revert if not helpful.  @ashfurrow got any idea regarding that error? not seeing it locally   i’ll take a look a tad later :) in the midst of a magic: the gathering office tournament ! 🤓 as a side note, carthage is just a nightmare for ci (especially the debugging portion of it) 😥😥😥"
0,0,0,0.9,"sounds good – great work! i'll trust you to take it from here, but i'm happy to advise. just let me know what i can do to help.i also like circle ci 2.0 _in general_, even if the transition hasn't been smooth. on a recent [new rails app](http://artsy.github.io/blog/2018/02/06/apogee-technical-retrospective/) i [used circle ci 2.0 workflows to deploy to kubernetes](http://artsy.github.io/blog/2018/01/24/kubernetes-and-hokusai/). i really liked it but it's a very different level of abstraction. i think it's that disparity between abstractions that will make the transition from 1.0 to 2.0 difficult, especially for ios developers not used to working with docker containers. lots of opportunities for blog posts!"
0,0,0,0,"it seems that the build failedhttps://ci.swift.org/view/source%20compatibility/job/swift-master-source-compat-suite/1339/consolebut what i can read, it is moya passes, right?"
0,0,0,0.4,"@esam091 .. thank you for your response.yes, i have upgrade from swift 3.2 to swift 4 it was working fine like you said in moya previous versionbut after upgrading to this working it stop working.it like you said it seems like no call was made out and never received response back.i will try with you solution first and will let you know.  @esam091 .. its still not working i don't know why do you have any suggestion or what should be modify in my code ? thank you.  @esam091  i have tried 2 implementation :in which first implementation work fine can i can retrieved data.but in the second implementation when it reached ' .mapserviceobject(promotionresponse.self)'and ran into .flatmap it just skip that part, i don't know whether my 'mapserviceobject' is wrong or not.you can check my 'mapserviceobject' in my first post.thank you so much.first :```public class promotionviewcontroller: uiviewcontroller {        let promotions = [""try""]        let disposebag = disposebag()        var viewmodel: promotionviewmodel!        @iboutlet weak var tableview: uitableview!        var viewdidappeartrigger = publishsubject<void>()        override public func viewdidload() {        super.viewdidload()        self.setupview()                let provider = pointprovider<promotionservice>.rxprovider()                provider.rx.request(.getpromotion)            .asobservable()            .mapobject(promotionresponse.self)            .subscribe { event -> void in                switch event {                case .next(let repos):                    print(repos.dictionaryrepresentation())                    break                    //self.repos = repos                case .error(let error):                    print(error)                default: break                }            }.disposed(by: disposebag) ```second :```class promotionviewmodel {        struct input {        let viewdidappeartrigger: driver<void>    }        let isloading = activityindicator()        var onrequestpromotion: driver<result<promotionresponse,serviceerror>>!        init(input: input) {                onrequestpromotion = input.viewdidappeartrigger            .flatmaplatest({ [unowned self] (_) in                let provider = pointprovider<promotionservice>.rxprovider()            return provider.rx                .request(.getpromotion)                .asobservable()                .trackactivity(self.isloading)                .mapserviceobject(promotionresponse.self)                .flatmap({ (response) in                    switch response {                    case .success(let response):                        //return response                        return driver.just(.success(response))                    case .failure(let error):                        return driver.just(.failure(error))                    }                })            })            }```this is my promotionresponse class```public class promotionresponse: baseresponse {        private struct serializationkeys {        static let promotions = ""promotions""    }        // mark: properties    public var promotions: [promotions]?        public required init?(map: map){        super.init(map: map)    }        public override func mapping(map: map) {        super.mapping(map: map)        promotions <- map[serializationkeys.promotions]    }        public override func dictionaryrepresentation() -> [string: any] {        var dictionary: [string: any] = [:]        if let value = promotions { dictionary[serializationkeys.promotions] = value.map { $0.dictionaryrepresentation() } }        return dictionary    }        }```          @sd10 .. thank for your response.could you please suggest me on how to do it ?i have tried various way but not working yet.  @esam091 @sd10 .. thank you for your suggestion.i have tried as you suggested and it seems to be working fine now.thank you so much for your help and i will test it again and let you know whether it works fine or not.really thank you both."
0,0,0,0.5,😆happy you got this figured out. open a new issue if you get stuck on anything else!  @esam091 most implementations i've seen have a global provider - it's what eidolon does too
0,0,0,0.4,"ok, everything looks good on my end, and we even got bootstrap-if-needed working 🎉 🎉 i cleaned up the circle yaml file to create a readable file, but more than that, a readable ci run. meaning, i've split things into more steps instead of squishing test commands together, while providing proper naming for each of the ci steps. 💯 i also squashed everything to make things nice and reviewable. 🤓 would love your reviews @ashfurrow @sunshinejr 😄"
0,0,0,0.3,@pietrocaselani many thanks buddy. thanks for the direction 👍
0,0,0,0,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
0,0,0,0,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
0,0,0,0,this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.   this issue has been marked as stale because it has not had recent activity. it will be closed if no further activity occurs.
0,0,0,0.2,"this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍."
0,0.4,0,0,"yeah, @lucianopalmeida, sorry for the problem but our org is currently bugged on circleci. long-story-short we were using a beta of circleci 2.0 on macos and we had to be given a trial to make it work. i already messaged support and we should have it resolved soon. then we can proceed with this pr. 😅"
0,0,0,0.2,"this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍."
0,0,0,0.2,"this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍.  this issue has been auto-closed because there hasn't been any activity for at least 21 days. however, we really appreciate your contribution, so thank you for that! 🙏 also, feel free to [open a new issue](https://github.com/moya/moya/issues/new) if you still experience this problem 👍."
0,0,0,0,"@sd10 was the migration guide removed? i just inherited a project that was using moya 8.0, i've updated to 11 and i do not see the parameters computed property being hit.any help?thanks!"
0,0,0,0,"can you give a better explanation of what’s not working / what you expect? is there any error you’re seeing?<sub>sent with <a href=""http://githawk.com"">githawk</a></sub>"
0,0,0,0.2,"@basthomas [you even wrote this one](https://github.com/moya/moya/blob/master/contributing.md#testing) 😄 just that there is a specific command to update the libraries if possible, where bootstrap just runs on defaults. we could improve it by adding a flag to cache libraries, though.about this pr we will have to decide what to do, because we already have a pr in the works, which is a bigger rewrite. this one is simpler and doesn't require that much to migrate for the old users.  @serg1k17 would you please remove the `@autoclosure` from the plugin as well? we agreed to remove it as it causes a lot of chaos, where we just wanted to make it easier for people to pass the token 😅  hey @ffittschen. first of all thanks so much for the hard work not only when creating the pr, but also by participating in finding a good, flexible solution. this is a hard one though, as the migration is a big one and seems like the placement of the token is rather a custom usage.  we also didn't get enough feedback on this big change.because of that we decided to go with a simpler solution proposed in #1611, at least for now. although, i've already sent you an invite to the organization as a thank you for your hard work. i hope that this won't stop you from contributing more in the future!"
0,0,0,0,@basthomas i want to hit 4 different api endpoints and get a callback only when all 4 are completed.  @basthomas  case .next(let element) never gets called.
0,0,0,0,"hey @lskypivot, what about `let dictionary = data as? [string: any]`?"
0,0,0,0,"  hey @sd10,  we think the following documentation may be helpful in resolving your question:- [getting started with moya](https://github.com/moya/moya/blob/master/docs/examples/basic.md)   you can find the rest of moya's english documentation [here](https://github.com/moya/moya/tree/master/docs).  we also have chinese versions of the documentation [here](https://github.com/moya/moya/tree/master/docs_cn).  you can see our in source documentation at [moya.github.io](https://moya.github.io)."
0,0.3,0,0,"i've tried this entry:```github ""moya/moya"" ""swift_4.1""```with the same command and still got an error. then i created the branch `xcode_9.3` based on `swift_4.1` and got it working there. see my comment [here](https://github.com/moya/moya/pull/1617#issuecomment-377529924) for reference.so, if anyone is having the same issue, **until this is fixed properly you can use this** in your cartfile:```github ""moya/moya"" ""xcode_9.3""```  when specifying this branch and running `carthage update --platform ios` the build of rxmoya failed. i just created a new branch named `xcode_9.3` which includes this branch and the branch `swiftlint-fix` which is part of #1619. now it works. just as a note ... moya is currently not working with xcode 9.3 (at least for me).  i'm personally against removing swiftlint entirely. there's a reason to have a linter and that's to have a common code style. if any rule is problematic in this project, we can still configure swiftlint to match our purposes.regarding carthage builds, there's a simple solution by only running the script in debug mode – carthage does release builds so that fixes the issues. i've created a pr #1619 with my suggestion.  i have just also cherry-picked the identifier_name fixes of @sunshinejr into my pr and continued his work (he didn't fix all violations of that rule)."
0,0,0,0.2,"@basthomas we can keep this open as the pr didn't land yet 😅 also, @cocoapriest there is an another pr that instead of removing the build phase, uses it only in debug mode. can you try this one as well (#1619)? as we would prefer it actually, because it solves the problem for carthage users without removing a tool in our development process.  that's cool, thanks for the help @cocoapriest! 👌   @msalman i didn't try the feature yet, but artsy's eigen is already moved to static libraries, see [artsy/eigen#2561](https://github.com/artsy/eigen/pull/2561/files#diff-4a25b996826623c4a3a4910f47f10c30), maybe it will help."
0,0,0,0.6,"@sd10 yeah, it's good to go."
